id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;desc_nomof;geojson
9652;21060;TUCUMAN;2402;2500;2401;2499;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4009,-34.60221],[-58.40214,-34.60211],[-58.4023,-34.60209]]]}"
9658;21060;TUCUMAN;2302;2400;2301;2399;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39972,-34.60222],[-58.4009,-34.60221]]]}"
9659;21060;TUCUMAN;2202;2300;2201;2299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.3985,-34.6022],[-58.39959,-34.60222],[-58.39972,-34.60222]]]}"
9667;3174;CORRIENTES AV.;4602;4650;4601;4649;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43107,-34.60216],[-58.43017,-34.60226]]]}"
9677;21049;TRES ARROYOS;302;400;301;399;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44765,-34.60169],[-58.44863,-34.60231]]]}"
13448;12112;LIMA;602;700;601;699;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38161,-34.6153],[-58.38156,-34.61649]]]}"
9713;8033;HUMAHUACA;3702;3800;3701;3799;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4179,-34.60219],[-58.41667,-34.60237],[-58.41652,-34.60241]]]}"
9715;3174;CORRIENTES AV.;4502;4600;4501;4599;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43017,-34.60226],[-58.42857,-34.60242]]]}"
9723;20123;SUIPACHA;502;600;501;599;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37959,-34.60128],[-58.37954,-34.60245]]]}"
9745;3174;CORRIENTES AV.;4402;4500;4401;4499;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42857,-34.60242],[-58.42835,-34.60244],[-58.4271,-34.60257]]]}"
9764;2082;BILLINGHURST;602;700;601;699;;CALLE;corrección numeración 17-1;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41547,-34.60265],[-58.41545,-34.60253],[-58.41531,-34.60176]]]}"
9765;8033;HUMAHUACA;3602;3700;3601;3699;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41652,-34.60241],[-58.41547,-34.60265]]]}"
9783;3174;CORRIENTES AV.;4302;4400;4301;4399;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4271,-34.60257],[-58.42564,-34.60271]]]}"
9810;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2602;2700;2601;2699;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48105,-34.60283],[-58.48179,-34.60191],[-58.48189,-34.60178]]]}"
9820;3174;CORRIENTES AV.;4202;4300;4201;4299;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42564,-34.60271],[-58.42484,-34.60279],[-58.4241,-34.60286]]]}"
9823;21049;TRES ARROYOS;402;500;401;499;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44863,-34.60231],[-58.44876,-34.60239],[-58.44952,-34.60287]]]}"
9839;8033;HUMAHUACA;3502;3600;3501;3599;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41547,-34.60265],[-58.41534,-34.60268],[-58.41432,-34.60292]]]}"
9854;2105;BOUCHARD;402;500;401;499;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36915,-34.60181],[-58.36914,-34.60196],[-58.36904,-34.60277],[-58.36901,-34.60291]]]}"
9868;1057;ALVAREZ, JULIAN;102;200;101;199;ALVAREZ;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43851,-34.60219],[-58.43977,-34.603]]]}"
9869;17003;PADILLA;302;400;301;399;;CALLE;corrección altura 13-1-03;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44051,-34.60204],[-58.43977,-34.603]]]}"
9871;1008;ACUÑA DE FIGUEROA, FRANCISCO;702;800;701;799;ALMAGRO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42238,-34.60175],[-58.42253,-34.60285],[-58.42256,-34.60302]]]}"
9872;3174;CORRIENTES AV.;4102;4200;4101;4199;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4241,-34.60286],[-58.42256,-34.60302]]]}"
9874;13118;MONTEVIDEO;502;600;501;599;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38953,-34.6018],[-58.38946,-34.60301]]]}"
9877;5001;ECUADOR;602;700;601;699;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40694,-34.60163],[-58.40741,-34.60302]]]}"
9895;3174;CORRIENTES AV.;202;300;201;299;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37109,-34.60306],[-58.37061,-34.60303],[-58.37026,-34.60301]]]}"
9912;3174;CORRIENTES AV.;302;400;301;399;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37246,-34.60315],[-58.37127,-34.60307],[-58.37109,-34.60306]]]}"
9915;3174;CORRIENTES AV.;4002;4100;4001;4099;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42256,-34.60302],[-58.42095,-34.60318]]]}"
9933;8033;HUMAHUACA;3402;3500;3401;3499;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41432,-34.60292],[-58.41297,-34.60323]]]}"
9934;3174;CORRIENTES AV.;402;500;401;499;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37385,-34.60323],[-58.37258,-34.60315],[-58.37246,-34.60315]]]}"
9935;20044;SAN MARTIN;402;500;401;499;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37385,-34.60323],[-58.37386,-34.6031],[-58.3739,-34.60224],[-58.37391,-34.60213]]]}"
9951;22012;URIBURU JOSE E., Pres.;502;600;501;599;ANDES;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39837,-34.6033],[-58.39849,-34.60231],[-58.3985,-34.6022]]]}"
9954;3174;CORRIENTES AV.;3902;4000;3901;3999;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42095,-34.60318],[-58.42075,-34.6032],[-58.41951,-34.60332]]]}"
9957;3174;CORRIENTES AV.;502;600;501;599;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37522,-34.60332],[-58.37385,-34.60323]]]}"
9976;3174;CORRIENTES AV.;602;700;601;699;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37666,-34.60341],[-58.37522,-34.60332]]]}"
9986;3174;CORRIENTES AV.;3802;3900;3801;3899;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41951,-34.60332],[-58.41803,-34.60347]]]}"
9988;8033;HUMAHUACA;3302;3400;3301;3399;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41297,-34.60323],[-58.41283,-34.60327],[-58.41158,-34.60348]]]}"
9995;17003;PADILLA;0;0;0;0;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43939,-34.6035],[-58.43943,-34.60345]]]}"
10004;3174;CORRIENTES AV.;702;800;701;799;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37807,-34.60349],[-58.37666,-34.60341]]]}"
10012;21049;TRES ARROYOS;502;600;501;599;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44952,-34.60287],[-58.44973,-34.603],[-58.4506,-34.60354]]]}"
10020;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2552;2600;2551;2599;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48047,-34.60356],[-58.48105,-34.60283]]]}"
10031;3174;CORRIENTES AV.;802;900;801;899;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37947,-34.60358],[-58.37807,-34.60349]]]}"
11392;13118;MONTEVIDEO;2;100;1;99;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38927,-34.60782],[-58.38917,-34.60908]]]}"
10032;20123;SUIPACHA;402;500;401;499;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37954,-34.60245],[-58.37953,-34.60258],[-58.37947,-34.60358]]]}"
10034;3174;CORRIENTES AV.;3702;3800;3701;3799;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41803,-34.60347],[-58.41675,-34.6036]]]}"
10043;3174;CORRIENTES AV.;902;1000;901;999;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38098,-34.60367],[-58.37947,-34.60358]]]}"
10045;3174;CORRIENTES AV.;1002;1030;1001;1029;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38117,-34.60367],[-58.38098,-34.60367]]]}"
10057;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2548;2550;2547;2549;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48033,-34.60374],[-58.48047,-34.60356]]]}"
10061;3174;CORRIENTES AV.;1082;1100;1081;1099;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38221,-34.60374],[-58.382,-34.60374]]]}"
10071;2082;BILLINGHURST;502;600;501;599;;CALLE;corrección numeración 17-1;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41566,-34.6038],[-58.41547,-34.60265]]]}"
10072;3174;CORRIENTES AV.;3602;3700;3601;3699;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41675,-34.6036],[-58.41566,-34.6038]]]}"
10081;3174;CORRIENTES AV.;1102;1200;1101;1199;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38371,-34.60383],[-58.38221,-34.60374]]]}"
10085;2112;BRAVARD;1182;1200;1181;1199;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43902,-34.60387],[-58.43939,-34.6035]]]}"
10099;3174;CORRIENTES AV.;1202;1300;1201;1299;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38513,-34.60391],[-58.38371,-34.60383]]]}"
10113;3174;CORRIENTES AV.;1302;1400;1301;1399;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38652,-34.60399],[-58.38634,-34.60398],[-58.38513,-34.60391]]]}"
10117;3174;CORRIENTES AV.;3502;3600;3501;3599;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41566,-34.6038],[-58.41451,-34.60402]]]}"
10121;2105;BOUCHARD;202;400;201;399;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36901,-34.60291],[-58.36899,-34.60304],[-58.36882,-34.60423]]]}"
10132;3174;CORRIENTES AV.;3202;3300;3201;3299;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41174,-34.60408],[-58.41158,-34.60408],[-58.41048,-34.60403],[-58.41034,-34.60403]]]}"
10147;3174;CORRIENTES AV.;1402;1500;1401;1499;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.3879,-34.6041],[-58.38659,-34.604]]]}"
10152;3174;CORRIENTES AV.;3102;3200;3101;3199;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41034,-34.60403],[-58.41009,-34.60404],[-58.40918,-34.6041],[-58.40891,-34.60412]]]}"
10153;3174;CORRIENTES AV.;3302;3400;3301;3399;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41318,-34.60414],[-58.41174,-34.60408]]]}"
10156;3174;CORRIENTES AV.;3402;3500;3401;3499;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41451,-34.60402],[-58.41436,-34.60404],[-58.41335,-34.60414],[-58.41318,-34.60414]]]}"
10157;21049;TRES ARROYOS;602;700;601;699;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4506,-34.60354],[-58.4507,-34.60361],[-58.45158,-34.60415]]]}"
10170;3174;CORRIENTES AV.;1502;1600;1501;1599;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38939,-34.60422],[-58.38923,-34.60421],[-58.3879,-34.6041]]]}"
10171;13118;MONTEVIDEO;402;500;401;499;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38946,-34.60301],[-58.3894,-34.60406],[-58.38939,-34.60422]]]}"
10174;5001;ECUADOR;502;600;501;599;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40741,-34.60302],[-58.40781,-34.60426]]]}"
10175;3174;CORRIENTES AV.;3002;3100;3001;3099;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40891,-34.60412],[-58.40874,-34.60413],[-58.40781,-34.60426]]]}"
10178;20074;SARMIENTO;202;300;201;299;CUYO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37016,-34.60419],[-58.37101,-34.60425]]]}"
10181;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2502;2546;2501;2545;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47989,-34.60428],[-58.48033,-34.60374]]]}"
10199;3174;CORRIENTES AV.;1602;1700;1601;1699;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39082,-34.60433],[-58.38939,-34.60422]]]}"
14966;3028;CALVO, CARLOS;2902;3000;2901;2999;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40615,-34.62182],[-58.40736,-34.62205]]]}"
10208;20074;SARMIENTO;102;200;101;199;CUYO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36882,-34.60423],[-58.36988,-34.60435],[-58.37016,-34.60419]]]}"
10209;20074;SARMIENTO;302;400;301;399;CUYO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37101,-34.60425],[-58.37114,-34.60426],[-58.37225,-34.60435],[-58.37239,-34.60436]]]}"
10215;3174;CORRIENTES AV.;2902;3000;2901;2999;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40781,-34.60426],[-58.40664,-34.60441]]]}"
10223;3174;CORRIENTES AV.;1702;1800;1701;1799;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39229,-34.60444],[-58.39082,-34.60433]]]}"
10231;3174;CORRIENTES AV.;1802;1890;1801;1891;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39358,-34.60446],[-58.39229,-34.60444]]]}"
10233;3174;CORRIENTES AV.;1892;1900;1893;1899;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39386,-34.60446],[-58.39369,-34.60446],[-58.39358,-34.60446]]]}"
10238;20074;SARMIENTO;402;500;401;499;CUYO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37239,-34.60436],[-58.37363,-34.60445],[-58.37379,-34.60447]]]}"
10239;20044;SAN MARTIN;302;400;301;399;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37379,-34.60447],[-58.37379,-34.60437],[-58.37384,-34.60341],[-58.37385,-34.60323]]]}"
10243;3174;CORRIENTES AV.;1902;2000;1901;1999;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39529,-34.6045],[-58.39386,-34.60446]]]}"
10255;3174;CORRIENTES AV.;2002;2100;2001;2099;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39678,-34.60453],[-58.39661,-34.60453],[-58.39529,-34.6045]]]}"
10263;3174;CORRIENTES AV.;2802;2900;2801;2899;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40664,-34.60441],[-58.40564,-34.60455],[-58.40547,-34.60456]]]}"
10270;20074;SARMIENTO;502;600;501;599;CUYO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37379,-34.60447],[-58.37503,-34.60456],[-58.37516,-34.60456]]]}"
10272;3174;CORRIENTES AV.;2102;2200;2101;2199;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39822,-34.60458],[-58.39805,-34.60457],[-58.39678,-34.60453]]]}"
10273;22012;URIBURU JOSE E., Pres.;402;500;401;499;ANDES;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39822,-34.60458],[-58.39824,-34.60444],[-58.39837,-34.6033]]]}"
10284;3174;CORRIENTES AV.;2202;2300;2201;2299;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39948,-34.60464],[-58.39822,-34.60458]]]}"
10291;3174;CORRIENTES AV.;2702;2800;2757;2799;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40547,-34.60456],[-58.40448,-34.60466]]]}"
10296;20074;SARMIENTO;602;700;601;699;CUYO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37516,-34.60456],[-58.37645,-34.60465],[-58.37658,-34.60466]]]}"
10300;3174;CORRIENTES AV.;2302;2400;2301;2399;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40084,-34.60468],[-58.40063,-34.60467],[-58.39962,-34.60464],[-58.39948,-34.60464]]]}"
10302;1008;ACUÑA DE FIGUEROA, FRANCISCO;502;700;501;699;ALMAGRO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42256,-34.60302],[-58.4228,-34.60469]]]}"
10310;3174;CORRIENTES AV.;2402;2500;2401;2499;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40214,-34.60471],[-58.4012,-34.60468],[-58.40084,-34.60468]]]}"
10312;21049;TRES ARROYOS;702;800;701;799;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45158,-34.60415],[-58.45257,-34.60476]]]}"
10314;3174;CORRIENTES AV.;2502;2600;2501;2599;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40363,-34.60475],[-58.40214,-34.60471]]]}"
10316;3174;CORRIENTES AV.;2602;2700;2601;2755;TRIUNVIRATO (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40448,-34.60466],[-58.40363,-34.60475]]]}"
10319;20074;SARMIENTO;702;800;701;799;CUYO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37658,-34.60466],[-58.37785,-34.60473],[-58.37801,-34.60474]]]}"
10331;2082;BILLINGHURST;452;500;451;499;;CALLE;corrección numeración 17-1;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41586,-34.60483],[-58.41569,-34.60398],[-58.41566,-34.6038]]]}"
10334;20123;SUIPACHA;302;400;301;399;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37947,-34.60358],[-58.37946,-34.60373],[-58.37939,-34.60469],[-58.37938,-34.60484]]]}"
10348;20123;SUIPACHA;0;0;0;0;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37938,-34.60484],[-58.37938,-34.60491]]]}"
10354;2112;BRAVARD;1102;1180;1101;1179;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43797,-34.60496],[-58.43902,-34.60387]]]}"
10404;7115;GUEMES, MACACHA;202;300;0;0;CANGALLO-PERON, J;BOULEVARD;corrección númeración 28-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36441,-34.60487],[-58.36451,-34.60497],[-58.36455,-34.605],[-58.36459,-34.60502],[-58.3647,-34.60505],[-58.3648,-34.60507],[-58.36488,-34.60509]]]}"
10406;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2402;2500;2401;2499;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47921,-34.60513],[-58.47989,-34.60428]]]}"
10463;5001;ECUADOR;402;500;401;499;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40781,-34.60426],[-58.40787,-34.60442],[-58.40823,-34.60535]]]}"
10467;21049;TRES ARROYOS;802;900;801;899;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45257,-34.60476],[-58.45355,-34.60537]]]}"
10483;3050;PERON, JUAN DOMINGO, TTE. GENERAL;202;300;201;299;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37005,-34.60535],[-58.37093,-34.6054]]]}"
10492;13118;MONTEVIDEO;302;400;301;399;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38939,-34.60422],[-58.38934,-34.60536],[-58.38934,-34.60545]]]}"
10507;3050;PERON, JUAN DOMINGO, TTE. GENERAL;302;400;301;399;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37093,-34.6054],[-58.37218,-34.6055],[-58.37232,-34.60551]]]}"
10534;3050;PERON, JUAN DOMINGO, TTE. GENERAL;402;500;401;499;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37232,-34.60551],[-58.37246,-34.60552],[-58.37354,-34.6056],[-58.37371,-34.60562]]]}"
10535;20044;SAN MARTIN;202;300;201;299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37371,-34.60562],[-58.37372,-34.60547],[-58.37378,-34.6046],[-58.37379,-34.60447]]]}"
10536;21049;TRES ARROYOS;902;950;901;949;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45355,-34.60537],[-58.454,-34.60565]]]}"
10541;2082;BILLINGHURST;402;450;401;449;;CALLE;corrección numeración 17-1;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41603,-34.60567],[-58.41586,-34.60483]]]}"
10554;3050;PERON, JUAN DOMINGO, TTE. GENERAL;502;600;501;599;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37371,-34.60562],[-58.37486,-34.60571],[-58.3751,-34.60573]]]}"
10569;3050;PERON, JUAN DOMINGO, TTE. GENERAL;602;700;601;699;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.3751,-34.60573],[-58.37528,-34.60575],[-58.37637,-34.60582],[-58.37653,-34.60583]]]}"
10582;16030;OROÑO, NICASIO;1702;1800;1701;1799;CAYENA;CALLE;corrección numeración 13-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46064,-34.60564],[-58.46051,-34.60589]]]}"
10587;21049;TRES ARROYOS;952;1000;951;999;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.454,-34.60565],[-58.45447,-34.60591]]]}"
11041;19046;RIVADAVIA AV.;252;300;251;299;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37083,-34.60757],[-58.37108,-34.60778]]]}"
