id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;desc_nomof;geojson
14619;9010;INDEPENDENCIA AV.;3302;3400;3301;3399;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41254,-34.62064],[-58.41382,-34.62075]]]}"
14620;12114;LINIERS VIRREY;702;800;701;799;LINIERS;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41382,-34.62075],[-58.41394,-34.61966]]]}"
14640;3028;CALVO, CARLOS;2202;2300;2201;2299;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39711,-34.62071],[-58.39828,-34.62079],[-58.3985,-34.62081]]]}"
14652;9010;INDEPENDENCIA AV.;3402;3500;3401;3499;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41382,-34.62075],[-58.41509,-34.62086]]]}"
14660;3258;CHIVILCOY;1402;1500;1401;1499;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49236,-34.62003],[-58.49128,-34.62089]]]}"
14665;21004;TACUARI;1002;1100;1001;1099;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37869,-34.61973],[-58.37869,-34.61984],[-58.37867,-34.62077],[-58.37866,-34.62088]]]}"
14671;3028;CALVO, CARLOS;2302;2400;2301;2399;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.3985,-34.62081],[-58.39983,-34.62091]]]}"
14674;4079;DOBLAS;302;400;301;399;TORINO;CALLE;correción numeración 16-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43109,-34.62093],[-58.43112,-34.62077],[-58.43131,-34.61985]]]}"
14678;9019;IRIGOYEN, BERNARDO de;1002;1100;1001;1099;DEL BUEN ORDEN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38009,-34.62094],[-58.38014,-34.62],[-58.38016,-34.61976]]]}"
14683;9010;INDEPENDENCIA AV.;3502;3600;3501;3599;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41509,-34.62086],[-58.4161,-34.62095],[-58.41651,-34.62098]]]}"
14685;13069;MENDEZ DE ANDES;2002;2100;2001;2099;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46222,-34.62099],[-58.46102,-34.62042]]]}"
14689;3028;CALVO, CARLOS;2402;2500;2401;2499;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39983,-34.62091],[-58.40077,-34.62098]]]}"
14693;4072;DIAZ, CESAR, GRAL.;3802;3900;3801;3899;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48933,-34.621],[-58.48848,-34.62028],[-58.48834,-34.62016]]]}"
14707;3028;CALVO, CARLOS;2502;2600;2501;2599;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40077,-34.62098],[-58.40177,-34.62105]]]}"
14717;9010;INDEPENDENCIA AV.;3602;3700;3601;3699;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41651,-34.62098],[-58.41807,-34.62109]]]}"
14732;3028;CALVO, CARLOS;2602;2700;2601;2699;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40177,-34.62105],[-58.4028,-34.62113]]]}"
14744;3107;FRAY CAYETANO RODRIGUEZ;802;900;801;899;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46724,-34.62023],[-58.46716,-34.62036],[-58.46663,-34.62119]]]}"
14745;9010;INDEPENDENCIA AV.;3702;3800;3701;3799;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41807,-34.62109],[-58.41943,-34.62119]]]}"
14763;9010;INDEPENDENCIA AV.;3802;3900;3801;3899;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41943,-34.62119],[-58.42024,-34.62125],[-58.4205,-34.62127]]]}"
14774;9010;INDEPENDENCIA AV.;3902;3926;3901;3925;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4205,-34.62127],[-58.42097,-34.6213]]]}"
14791;9010;INDEPENDENCIA AV.;3928;3950;3927;3947;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42097,-34.6213],[-58.42145,-34.62134]]]}"
14799;9010;INDEPENDENCIA AV.;3952;4000;3949;3999;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42145,-34.62134],[-58.42221,-34.62139]]]}"
14804;3122;CEVALLOS, Virrey;1002;1100;1001;1099;ZEBALLOS - CEVALLOS;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38884,-34.62005],[-58.38883,-34.62024],[-58.38874,-34.62139]]]}"
14805;13069;MENDEZ DE ANDES;2102;2200;2101;2199;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46318,-34.62142],[-58.46272,-34.62122],[-58.46222,-34.62099]]]}"
14829;3028;CALVO, CARLOS;2702;2800;2701;2799;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4028,-34.62113],[-58.40432,-34.62145],[-58.40449,-34.62148]]]}"
14833;9010;INDEPENDENCIA AV.;4002;4100;4001;4079;;AVENIDA;corrección numeración 28-1;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42221,-34.62139],[-58.42352,-34.62149],[-58.42372,-34.62151]]]}"
14841;9010;INDEPENDENCIA AV.;4102;4116;4081;4099;;AVENIDA;corrección numeración 28-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42372,-34.62151],[-58.42404,-34.62154]]]}"
14842;21045;TREINTA Y TRES ORIENTALES;602;700;601;699;TREINTA Y TRES;CALLE;corrección numeración 17-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42416,-34.62035],[-58.42404,-34.62154]]]}"
14852;1149;AZOPARDO;1102;1200;1101;1199;;CALLE;;Ciclovías;Mano izquierda;Calle;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.3669,-34.62158],[-58.36702,-34.62049]]]}"
14859;9010;INDEPENDENCIA AV.;4118;4200;4101;4199;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42404,-34.62154],[-58.42429,-34.62157],[-58.42516,-34.62169]]]}"
14866;20040;SAN JUAN AV.;102;200;101;199;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36831,-34.62169],[-58.36803,-34.62167],[-58.36707,-34.6216],[-58.3669,-34.62158]]]}"
14873;4072;DIAZ, CESAR, GRAL.;3902;4000;3901;3999;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49021,-34.62174],[-58.48947,-34.62112],[-58.48933,-34.621]]]}"
14874;3258;CHIVILCOY;1302;1400;1301;1399;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49128,-34.62089],[-58.49115,-34.621],[-58.49031,-34.62166],[-58.49021,-34.62174]]]}"
14876;19035;RINCON;1002;1100;1001;1099;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39581,-34.62063],[-58.39579,-34.62075],[-58.39566,-34.62161],[-58.39564,-34.62175]]]}"
14886;2014;BALCARCE;1102;1200;1101;1199;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36997,-34.62067],[-58.36975,-34.62176]]]}"
14893;13069;MENDEZ DE ANDES;2202;2300;2201;2299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46411,-34.62183],[-58.46318,-34.62142]]]}"
14897;3028;CALVO, CARLOS;2802;2900;2801;2899;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40449,-34.62148],[-58.40479,-34.62155],[-58.40615,-34.62182]]]}"
14898;4014;DEAN FUNES;902;1000;901;999;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40624,-34.62055],[-58.40617,-34.62167],[-58.40615,-34.62182]]]}"
14928;9010;INDEPENDENCIA AV.;4202;4300;4201;4299;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42516,-34.62169],[-58.42662,-34.6219]]]}"
14970;9010;INDEPENDENCIA AV.;4302;4400;4301;4399;;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42662,-34.6219],[-58.4278,-34.62207]]]}"
14973;12114;LINIERS VIRREY;802;900;801;899;LINIERS;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41368,-34.62209],[-58.41382,-34.62075]]]}"
14985;21004;TACUARI;1102;1200;1101;1199;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37866,-34.62088],[-58.37865,-34.62101],[-58.37863,-34.62191],[-58.37862,-34.6221]]]}"
14987;3107;FRAY CAYETANO RODRIGUEZ;702;800;701;799;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46663,-34.62119],[-58.46656,-34.6213],[-58.46606,-34.62205],[-58.46599,-34.62214]]]}"
14992;9019;IRIGOYEN, BERNARDO de;1102;1200;1101;1199;DEL BUEN ORDEN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38,-34.62214],[-58.38009,-34.62094]]]}"
15002;3258;CHIVILCOY;1252;1300;1251;1299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49021,-34.62174],[-58.48966,-34.62218]]]}"
15022;13069;MENDEZ DE ANDES;2302;2370;2301;2369;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46509,-34.62226],[-58.46422,-34.62188],[-58.46411,-34.62183]]]}"
15032;5087;ESTADOS UNIDOS;3402;3500;3401;3499;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41495,-34.62228],[-58.41472,-34.62225],[-58.41368,-34.62209]]]}"
15034;1033;ALBERDI, JUAN BAUTISTA AV.;2;100;1;99;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4278,-34.62207],[-58.4292,-34.6223]]]}"
15066;21045;TREINTA Y TRES ORIENTALES;702;760;701;755;TREINTA Y TRES;CALLE;corrección numeración 17-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42372,-34.62151],[-58.42359,-34.62241]]]}"
15069;3028;CALVO, CARLOS;3002;3100;3001;3099;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40736,-34.62205],[-58.40911,-34.62241]]]}"
15077;5087;ESTADOS UNIDOS;3502;3600;3501;3599;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41637,-34.62245],[-58.41495,-34.62228]]]}"
15089;13069;MENDEZ DE ANDES;2372;2400;2371;2399;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46568,-34.62252],[-58.46509,-34.62226]]]}"
15090;3107;FRAY CAYETANO RODRIGUEZ;664;700;657;699;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46599,-34.62214],[-58.46568,-34.62252]]]}"
15096;1033;ALBERDI, JUAN BAUTISTA AV.;102;200;101;199;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4292,-34.6223],[-58.43076,-34.62255]]]}"
15681;23007;VALLE;502;600;501;599;DON CRISTOBAL;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43623,-34.62456],[-58.43448,-34.62446]]]}"
15097;4079;DOBLAS;402;500;401;499;TORINO;CALLE;correción numeración 16-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43076,-34.62255],[-58.43082,-34.62231],[-58.43109,-34.62093]]]}"
15101;3122;CEVALLOS, Virrey;1102;1200;1101;1199;ZEBALLOS - CEVALLOS;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38874,-34.62139],[-58.38867,-34.62232],[-58.38865,-34.62256]]]}"
15109;3258;CHIVILCOY;1202;1250;1201;1249;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48966,-34.62218],[-58.48914,-34.62259]]]}"
15110;5087;ESTADOS UNIDOS;3602;3700;3601;3699;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41794,-34.62259],[-58.41637,-34.62245]]]}"
15130;3028;CALVO, CARLOS;3102;3200;3101;3199;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40911,-34.62241],[-58.40922,-34.62243],[-58.41059,-34.62269]]]}"
15132;5087;ESTADOS UNIDOS;3702;3800;3701;3799;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41928,-34.6227],[-58.4182,-34.62262],[-58.41794,-34.62259]]]}"
15155;1033;ALBERDI, JUAN BAUTISTA AV.;202;300;201;299;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43076,-34.62255],[-58.43215,-34.62277]]]}"
15160;5087;ESTADOS UNIDOS;3802;3900;3801;3899;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42052,-34.62283],[-58.41957,-34.62273],[-58.41928,-34.6227]]]}"
15168;3134;COCHABAMBA;102;200;101;199;;CALLE;corrección numeración 30-1;Ciclovías;Mano izquierda;Calle;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36677,-34.6227],[-58.36819,-34.62281]]]}"
15170;1033;ALBERDI, JUAN BAUTISTA AV.;302;350;301;349;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43215,-34.62277],[-58.43283,-34.62285]]]}"
15179;1033;ALBERDI, JUAN BAUTISTA AV.;952;1000;951;999;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44121,-34.62287],[-58.44188,-34.62285]]]}"
15190;1033;ALBERDI, JUAN BAUTISTA AV.;902;950;901;949;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44085,-34.6229],[-58.44121,-34.62287]]]}"
15196;1033;ALBERDI, JUAN BAUTISTA AV.;352;400;351;399;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43283,-34.62285],[-58.43342,-34.62291]]]}"
15198;5087;ESTADOS UNIDOS;3902;3966;3901;3965;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4213,-34.62291],[-58.42052,-34.62283]]]}"
29105;2014;BALCARCE;1252;1300;1251;1299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36975,-34.62229],[-58.36975,-34.62271],[-58.36976,-34.62293]]]}"
15216;3028;CALVO, CARLOS;3202;3300;3201;3299;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41059,-34.62269],[-58.41178,-34.62292],[-58.41204,-34.62297]]]}"
15219;20040;SAN JUAN AV.;2102;2126;2077;2099;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39536,-34.62297],[-58.39494,-34.62295]]]}"
15220;19035;RINCON;1102;1200;1101;1199;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39564,-34.62175],[-58.39562,-34.62185],[-58.39536,-34.62297]]]}"
15221;5087;ESTADOS UNIDOS;3968;4000;3967;3999;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42205,-34.62299],[-58.4213,-34.62291]]]}"
15227;1033;ALBERDI, JUAN BAUTISTA AV.;1002;1100;1001;1099;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44188,-34.62285],[-58.44276,-34.62282],[-58.44355,-34.62298],[-58.44362,-34.62302]]]}"
15231;4014;DEAN FUNES;1002;1100;1001;1099;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40615,-34.62182],[-58.40601,-34.62281],[-58.40598,-34.62301]]]}"
15234;3258;CHIVILCOY;1152;1200;1151;1199;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48914,-34.62259],[-58.48892,-34.62276],[-58.48859,-34.62303]]]}"
15235;1033;ALBERDI, JUAN BAUTISTA AV.;802;900;801;899;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43943,-34.62304],[-58.44085,-34.6229]]]}"
15238;3028;CALVO, CARLOS;3302;3310;3301;3309;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41204,-34.62297],[-58.41233,-34.62303]]]}"
15239;1033;ALBERDI, JUAN BAUTISTA AV.;402;500;401;499;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43342,-34.62291],[-58.43466,-34.62305]]]}"
15245;5087;ESTADOS UNIDOS;4002;4048;4001;4049;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42271,-34.62307],[-58.42205,-34.62299]]]}"
15250;3134;COCHABAMBA;302;400;301;399;;CALLE;corrección numeración 30-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36976,-34.62293],[-58.37127,-34.62305]]]}"
15257;1033;ALBERDI, JUAN BAUTISTA AV.;772;800;771;799;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43892,-34.62309],[-58.43943,-34.62304]]]}"
15265;1033;ALBERDI, JUAN BAUTISTA AV.;752;770;751;769;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4385,-34.62313],[-58.43892,-34.62309]]]}"
15268;5087;ESTADOS UNIDOS;4050;4100;4051;4099;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42348,-34.62315],[-58.42271,-34.62307]]]}"
15269;21045;TREINTA Y TRES ORIENTALES;762;800;757;799;TREINTA Y TRES;CALLE;corrección numeración 17-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42359,-34.62241],[-58.42348,-34.62315]]]}"
15271;3134;COCHABAMBA;402;500;401;499;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37127,-34.62305],[-58.37273,-34.62314]]]}"
15282;1033;ALBERDI, JUAN BAUTISTA AV.;702;750;701;749;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43773,-34.6232],[-58.4385,-34.62313]]]}"
15285;1033;ALBERDI, JUAN BAUTISTA AV.;502;600;501;599;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43466,-34.62305],[-58.43598,-34.62319],[-58.43626,-34.62321]]]}"
15297;1033;ALBERDI, JUAN BAUTISTA AV.;602;650;601;649;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43626,-34.62321],[-58.43656,-34.62324],[-58.43693,-34.62324]]]}"
15299;1033;ALBERDI, JUAN BAUTISTA AV.;652;700;651;699;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43693,-34.62324],[-58.4372,-34.62324],[-58.43773,-34.6232]]]}"
15300;4079;DOBLAS;502;540;501;551;TORINO;CALLE;correción numeración 16-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43059,-34.62324],[-58.43076,-34.62255]]]}"
15306;3134;COCHABAMBA;502;600;501;599;;CALLE;corrección numeración 21-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37273,-34.62314],[-58.37411,-34.62326]]]}"
15309;5087;ESTADOS UNIDOS;4102;4200;4101;4199;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42486,-34.62331],[-58.42348,-34.62315]]]}"
15319;3028;CALVO, CARLOS;3312;3400;3311;3399;EUROPA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41233,-34.62303],[-58.41316,-34.6232],[-58.41361,-34.62331],[-58.41373,-34.62333]]]}"
15320;12114;LINIERS VIRREY;902;1000;901;999;LINIERS;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41373,-34.62333],[-58.41368,-34.62209]]]}"
15332;3134;COCHABAMBA;602;700;601;699;;CALLE;corrección numeración 21-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37411,-34.62326],[-58.37423,-34.62327],[-58.37534,-34.62337],[-58.37555,-34.62339]]]}"
15346;3258;CHIVILCOY;1102;1150;1101;1149;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48859,-34.62303],[-58.48804,-34.62346]]]}"
15353;5087;ESTADOS UNIDOS;4202;4300;4201;4299;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4263,-34.62347],[-58.42486,-34.62331]]]}"
15370;3134;COCHABAMBA;702;800;701;799;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37555,-34.62339],[-58.37576,-34.6234],[-58.37695,-34.62348],[-58.37708,-34.62349]]]}"
15394;5087;ESTADOS UNIDOS;4302;4400;4301;4399;;CALLE;;Ciclovías;Mano izquieda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42749,-34.62361],[-58.4263,-34.62347]]]}"
15406;3134;COCHABAMBA;802;900;801;899;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37708,-34.62349],[-58.37725,-34.6235],[-58.37859,-34.62362]]]}"
15407;21004;TACUARI;1202;1300;1201;1299;;CALLE;corrección numeración 21-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37862,-34.6221],[-58.37859,-34.62362]]]}"
15436;3134;COCHABAMBA;902;1000;901;999;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37859,-34.62362],[-58.37978,-34.62372]]]}"
15437;9019;IRIGOYEN, BERNARDO de;1202;1300;1201;1299;DEL BUEN ORDEN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37978,-34.62372],[-58.3798,-34.6235],[-58.37994,-34.62256],[-58.38,-34.62214]]]}"
15444;23007;VALLE;2;100;1;99;DON CRISTOBAL;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42889,-34.62378],[-58.4277,-34.62363],[-58.42749,-34.62361]]]}"
15456;1033;ALBERDI, JUAN BAUTISTA AV.;1102;1200;1101;1199;PROVINCIAS UNIDAS;AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44362,-34.62302],[-58.44498,-34.62382]]]}"
15475;3122;CEVALLOS, Virrey;1202;1300;1201;1299;ZEBALLOS - CEVALLOS;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38865,-34.62256],[-58.38863,-34.62276],[-58.38849,-34.62365],[-58.38847,-34.62387]]]}"
15494;3134;COCHABAMBA;1102;1200;1101;1199;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38145,-34.62382],[-58.38278,-34.6239],[-58.38295,-34.62392]]]}"
15508;4079;DOBLAS;542;600;553;599;TORINO;CALLE;correción numeración 16-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43042,-34.62398],[-58.43059,-34.62324]]]}"
15511;7026;GARAY, JUAN DE AV.;0;0;0;0;GARAY - BRASIL;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36514,-34.62381],[-58.3655,-34.62393]]]}"
15530;7026;GARAY, JUAN DE AV.;2;30;1;29;GARAY - BRASIL;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.3655,-34.62393],[-58.36579,-34.62399]]]}"
15532;3134;COCHABAMBA;1202;1300;1201;1299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38295,-34.62392],[-58.3831,-34.62392],[-58.38439,-34.624]]]}"
